,ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
17665,4720508,DE,,VW GROUP PC,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,E13*2007/46*1607*06,982,KA12,62,PORSCHE,718 BOXSTER T,M1,M1,1,1455.0,1548.0,181.0,196.0,2475.0,1515.0,1540.0,petrol,M,1988.0,220.0,,e1 8,1.3,,,,P,2019,,,
17672,4720515,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*0548*15,172,K431T0,CZBA122A,MERCEDES-BENZ,SLC 180,M1,M1,1,1460.0,1569.0,144.0,166.0,2430.0,1550.0,1555.0,petrol,M,1595.0,115.0,,e1 8,1.4,,,,P,2019,,,
17675,4720518,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0470*23,245G,274GT2,HZAA150B,MERCEDES-BENZ,GLA 180,M1,M1,1,1405.0,1557.0,160.0,168.0,2699.0,1571.0,1551.0,petrol,M,1595.0,90.0,,e1 8,1.4,,,,P,2019,,,
17690,4720533,DE,,FCA-TESLA,FIAT GROUP,FCA ITALY SPA,FCA ITALYI,E3*2007/46*0064*39,312,PXA1A,P0AR,FIAT,FIAT PANDA,M1,M1,1,1055.0,1147.0,125.0,145.0,2300.0,1409.0,1407.0,petrol,M,1242.0,51.0,,,,,,,P,2019,,,
17794,4720637,DE,,HYUNDAI,HYUNDAI CZECH,HYUNDAI MOTOR MANUFACTURING CZECH SRO,HYUNDAI MOTOR CZ,E5*2007/46*1076*02,TLE,F5D44,A811Z1,HYUNDAI,TUCSON IX35,M1,M1,1,1748.0,1937.0,147.0,179.0,2670.0,1615.0,1615.0,diesel,M,1995.0,136.0,,,,,,,P,2019,,,
17827,4720670,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1829*04,F2A,X2H0T2,KZAA151A,MERCEDES-BENZ,A 160,M1,M1,1,1350.0,1453.0,129.0,141.0,2729.0,1569.0,1542.0,petrol,M,1332.0,80.0,,e1 9,1.7,,,,P,2019,,,
17893,4720736,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*0315*22,3K,8K71,6AW50800,BMW,330D,M1,M1,1,1735.0,1858.0,148.0,183.0,2810.0,1537.0,1578.0,diesel,M,2993.0,190.0,,,,,,,P,2019,,,
17910,4720753,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1881*01,G4X,VJ31,CAW500BA,BMW,X4 XDRIVE2 5D,M1G,M1G,1,1830.0,2027.0,148.0,190.0,2864.0,1620.0,1666.0,diesel,M,1995.0,170.0,,e24 9,1.7,,,,P,2019,,,
17923,4720766,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1560*14,R1ES,U214T1,CZAA15XA,MERCEDES-BENZ,E 220 D 4MATIC ALLTERRAIN,M1,M1,1,1945.0,2081.0,149.0,177.0,2939.0,1609.0,1617.0,diesel,M,1950.0,143.0,,e1 2,1.7,,,,P,2019,,,
17926,4720769,DE,,VW GROUP PC,AUDI AG,AUDI AG,AUDI,E1*2007/46*1751*06,F8,LDDVCQ2,QA8QA8D50101B18S57CSAEM1,AUDI,A8,M1,M1,1,2050.0,2260.0,148.0,185.0,2998.0,1645.0,1633.0,diesel,M,2967.0,210.0,,,,,,,P,2019,,,
17954,4720797,DE,,,NISSAN,NISSAN INTERNATIONAL SA,NISSAN CH,E11*2007/46*0963*19,J11,F,F02,NISSAN,NISSAN QASHQAI,M1,M1,1,1375.0,1498.0,130.0,160.0,2646.0,1560.0,1560.0,petrol,M,1332.0,117.0,,,,,,,P,2019,,,
17957,4720800,DE,,,VOLVO,VOLVO CAR CORPORATION,VOLVO S,E4*2001/116*0076*44,M,MV32,MV32V0,VOLVO,V40,M1,M1,1,1443.0,1609.0,132.0,158.0,2647.0,1559.0,1546.0,petrol,M,1498.0,112.0,,,,,,,P,2019,,,
17974,4720818,DE,,PSA-OPEL,PSA,PSA AUTOMOBILES SA,PSA AUTOMOBILES,E2*2007/46*0642*04,A,4,5GFR-C1F000,CITROEN,C5 AIRCROSS,M1,M1,1,1505.0,1640.0,131.0,171.0,2730.0,1630.0,1630.0,petrol,M,1598.0,133.0,,,,,,,P,2019,,,
17989,4720833,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0480*33,204X,R718T1,CZAC150B,MERCEDES-BENZ,GLC 300 D 4MATIC,M1,M1,1,1845.0,2038.0,151.0,172.0,2873.0,1622.0,1620.0,diesel,M,1950.0,180.0,,e1 2,1.7,,,,P,2019,,,
17990,4720834,DE,,VW GROUP PC,AUDI AG,AUDI AG,AUDI,E1*2007/46*1801*08,F2,SDDVBQ1,QA8QA8D5023RT061C20S57CPAEM1H56,AUDI,A7 SPORTBACK,M1,M1,1,1955.0,2116.0,150.0,192.0,2930.0,1660.0,1651.0,diesel,M,2967.0,210.0,,,,,,,P,2019,,,
17995,4720839,DE,,,AA-IVA,AA-IVA,DAIMLER D,,H1GLE,,,MERCEDES-BENZ,GLS 450 4MATIC MAYBACH,M1G,M1G,1,2720.0,,,206.0,,,,petrol,M,2999.0,270.0,,,,,,,P,2019,,,
18008,4720852,DE,,,VOLVO,VOLVO CAR CORPORATION,VOLVO S,E4*2007/46*1067*06,P,PZ68,PZ68TC0,VOLVO,V90 CROSS COUNTRY,M1,M1,1,1882.0,2099.0,151.0,190.0,2941.0,1655.0,1645.0,diesel,M,1969.0,173.0,,,,,,,P,2019,,,
18011,4720855,DE,,PSA-OPEL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,PEUGEOT F,E2*2007/46*0532*07,V,E,EHZ8-M2200N,PEUGEOT,EXPERT TRAVELLER,M1,M1,1,2045.0,2264.0,150.0,194.0,3275.0,1630.0,1618.0,diesel,M,1997.0,130.0,,,,,,,P,2019,,,
18014,4720858,DE,,FCA-TESLA,FIAT GROUP,FCA ITALY SPA,FCA ITALYI,E3*2007/46*0318*13,334,AXN1B,13A,FIAT,FIAT 500X,M1,M1,1,1395.0,1477.0,133.0,152.0,2570.0,1545.0,1545.0,petrol,M,999.0,88.0,,,,,,,P,2019,,,
18192,4721037,DE,,,AA-IVA,AA-IVA,FCA USA,,DURANGO,,,DODGE,DODGE DURANGO SRT,M1G,M1G,1,2677.0,,399.0,,,,,petrol,M,6410.0,354.0,,,,,,,P,2019,,,
18333,4721178,DE,,TOYOTA-MAZDA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,TOYOTA EUROPE B,E6*2007/46*0346*01,XE2(A),AVE30(E),AVE30L-AEXLHW(3W),LEXUS,LEXUS IS300H,M1,M1,1,1695.0,1859.0,109.0,144.0,2800.0,1535.0,1560.0,petrol,M,2494.0,133.0,,,,,4.8,0.0,P,2019,,,
18337,4721182,DE,,,AA-IVA,AA-IVA,DAIMLER D,,639/2,,,MERCEDES-BENZ,V 300,M1,M1,1,2702.0,,,235.0,,,,diesel,M,1951.0,176.0,,,,,,,P,2019,,,
18339,4721184,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*0316*21,3C,4K31,6AW500L0,BMW,420D,M1,M1,1,1665.0,1776.0,126.0,154.0,2810.0,1545.0,1592.0,diesel,M,1995.0,140.0,,e24 19,1.0,,4.8,0.0,P,2019,,,
18355,4721200,DE,,PSA-OPEL,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,CITROEN F,E2*2007/46*0003*53,S,XHNP,N/ABS,CITROEN,C3,M1,M1,1,1165.0,1315.0,118.0,126.0,2539.0,1483.0,1480.0,petrol,M,1199.0,81.0,,,,,,,P,2019,,,
18356,4721201,DE,,VW GROUP PC,AUDI AG,AUDI AG,AUDI,E1*2007/46*1892*00,GB,SDKRFF1,FM6FM6AJ017RT11C177CPAEM1,AUDI,A1 SPORTBACK,M1,M1,1,1180.0,1315.0,111.0,127.0,2550.0,1529.0,1508.0,petrol,M,999.0,85.0,,,,,,,P,2019,,,
18391,4721236,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1678*03,FML2,XM71,6A2400C0,MINI,COOPER S,M1,M1,1,1250.0,,126.0,,2495.0,1485.0,1485.0,petrol,M,1998.0,141.0,,,,,,,P,2019,,,
18393,4721238,DE,,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA CZ,E8*2007/46*0320*01,NH,ABDKRC,NFM6FM6DQ0027CPSTN71CSKB,SKODA,RAPIDE,M1,M1,1,1195.0,1302.0,112.0,128.0,2590.0,1463.0,1500.0,petrol,M,999.0,81.0,,,,,,,P,2019,,,
18443,4721289,DE,,FORD-WERKE GMBH,FORD WERKE GMBH,FORD-WERKE GMBH,FORD D,E1*2001/116*0207*30,PJ2,Z2GA1HMX,E7CCBSABDADHN,FORD,TRANSIT CONNECT,M1,M1,1,1828.0,1922.0,133.0,171.0,3062.0,1582.0,1582.0,diesel,M,1499.0,74.0,,,,,0.039,0.0,P,2019,,,
18648,4721494,DE,,FCA-TESLA,FIAT GROUP,FCA ITALY SPA,FCA ITALYI,E3*2001/116*0217*57,199,LYB1B,L1AA,FIAT,FIAT 500L,M1,M1,1,1375.0,1471.0,156.0,182.0,2612.0,1522.0,1519.0,petrol,M,1368.0,70.0,,,,,0.041,1.0,P,2019,,,
18704,4721552,DE,,,VOLVO,VOLVO CAR CORPORATION,VOLVO S,E4*2007/46*1315*05,Z,ZW72,ZW72VD0,VOLVO,V60,M1,M1,1,1729.0,1846.0,120.0,147.0,2872.0,1610.0,1610.0,diesel,M,1969.0,110.0,,,,,,,P,2019,,,
18710,4721558,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1797*04,G3X,TR51,DAW500MA,BMW,X3 XDRIVE 20I,M1G,M1G,1,1790.0,1977.0,166.0,214.0,2864.0,1620.0,1636.0,petrol,M,1998.0,135.0,,e24 9 19,3.0,,,,P,2019,,,
18741,4721589,DE,,TATA MOTORS JAGUAR LAND ROVER,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER GB,E5*2007/46*1049*00,JA,C,520A1,JAGUAR,JAGUAR XE,M1,M1,1,1640.0,1782.0,130.0,149.0,2835.0,1607.0,1608.0,diesel,M,1999.0,132.0,,e11 19,1.0,,,,P,2019,,,
18808,4721656,DE,,,VOLVO,VOLVO CAR CORPORATION,VOLVO S,E4*2007/46*1067*06,P,PWA8,PWA8TD0,VOLVO,V90,M1,M1,1,1759.0,1918.0,129.0,161.0,2941.0,1638.0,1639.0,diesel,M,1969.0,140.0,,,,,,,P,2019,,,
18809,4721657,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1791*03,G6GT,JX21,DAW50000,BMW,620D,M1,M1,1,1840.0,2021.0,128.0,168.0,3070.0,1615.0,1649.0,diesel,M,1995.0,140.0,,,,,,,P,2019,,,
18810,4721658,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0413*40,451,5311H0,DZBAA21A,SMART,FORTWO COUPE,M1,M1,1,890.0,1018.0,114.0,136.0,1873.0,1447.0,1435.0,petrol,M,999.0,52.0,,,,,,,P,2019,,,
18904,4721752,DE,,,LADA,LADA AUTOMOBILE GMBH,LADA,E1*KS07/46*0021*08,2121DE,K1101020,314ABA0,LADA AUTOMOBILE GMBH,LADA 4X4,M1,M1,1,1265.0,1380.0,224.0,233.0,2200.0,1440.0,1420.0,petrol,M,1690.0,61.0,,,,,,,P,2019,,,
19131,4721979,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1678*01,FML2,XM91,6A1400C0,MINI,JOHN COOPER WORKS,M1,M1,1,1295.0,,133.0,,2495.0,1485.0,1485.0,petrol,M,1998.0,170.0,,,,,,,P,2019,,,
19155,4722003,DE,,,CATERHAM,CATERHAM CARS LIMITED,CATERHAM GB,E11*KS07/46*0036*09,SEVENS3,D8,5,CATERHAM CARS LTD,SEVEN S3,M1,M1,1,700.0,757.0,206.0,191.0,2225.0,1335.0,1335.0,petrol,M,1999.0,177.0,,,,,,,P,2019,,,
19332,4722180,DE,,VW GROUP PC,AUDI AG,AUDI AG,AUDI,E1*2007/46*0607*30,8V,KDADAF1,FM6FM62S022RT51C177CPAEM1,AUDI,A3 CABRIOLET,M1,M1,1,1480.0,1577.0,128.0,154.0,2594.0,1556.0,1546.0,petrol,M,1498.0,110.0,,,,,,,P,2019,,,
19356,4722205,DE,,HONDA MOTOR EUROPE LTD,HONDA MOTOR CO,HONDA MOTOR CO LTD,HONDA MOTOR J,E6*2007/46*0158*06,RU,RU104,2,HONDA,HR-V,M1,M1,1,1314.0,1390.0,130.0,149.0,2610.0,1540.0,1540.0,petrol,M,1498.0,96.0,,e6 19,1.3,,,,P,2019,,,
19358,4722207,DE,,KIA,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,KIA MOTORS SK,E4*2007/46*0261*15,YNS,F5P21,A61AZ1,KIA,VENGA,M1,M1,1,1301.0,1456.0,159.0,187.0,2615.0,1553.0,1551.0,petrol,M,1591.0,92.0,,,,,,,P,2019,,,
19363,4722212,DE,,HYUNDAI,HYUNDAI CZECH,HYUNDAI MOTOR MANUFACTURING CZECH SRO,HYUNDAI MOTOR CZ,E4*2007/46*0207*12,JC,F5P81,A61AZ1,HYUNDAI,IX20,M1,M1,1,1320.0,1456.0,159.0,187.0,2615.0,1547.0,1551.0,petrol,M,1591.0,92.0,,,,,,,P,2019,,,
19471,4722321,DE,,VW GROUP PC,AUDI SPORT,AUDI SPORT GMBH,AUDI SPORT,E1*2007/46*0608*06,8V,LDNWAQ1,QD7AD7DL002RS41E197CSEM1,AUDI,RS3 LIMOUSINE,M1,M1,1,1610.0,1719.0,194.0,214.0,2628.0,1559.0,1528.0,petrol,M,2480.0,294.0,,,,,,,P,2019,,,
19548,4722398,DE,,KIA,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,KIA MOTORS SK,E4*2007/46*1299*07,CD,BCP31,M6BHZ1,KIA,XCEED,M1,M1,1,1345.0,1540.0,142.0,151.0,2650.0,1575.0,1573.0,petrol,M,1353.0,103.0,,,,,,,P,2019,,,
19554,4722404,DE,,KIA,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,KIA MOTORS SK,E4*2007/46*1299*03,CD,BAP41,M69F11,KIA,PROCEED,M1,M1,1,1411.0,1588.0,155.0,169.0,2650.0,1555.0,1563.0,petrol,M,1591.0,150.0,,,,,,,P,2019,,,
19741,4722596,DE,,,AA-IVA,AA-IVA,FCA USA,E4*2007/46*0186*27,WK,JLQCY,K5HN3A,JEEP,GRAND CHEROKEE TRACKHAWK,M1,M1,1,2531.0,2667.0,382.0,395.0,2914.0,1669.0,1661.0,petrol,M,6166.0,522.0,,,,,0.039,0.0,P,2019,,,
19867,4722722,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1676*06,F1X,JH51,DAW50000,BMW,X1 SDRIVE 18D,M1,M1,1,1615.0,1726.0,121.0,149.0,2670.0,1561.0,1562.0,diesel,M,1995.0,110.0,,,,,4.6,0.0,P,2019,,,
19870,4722725,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1676*06,F1X,JH91,DAW50000,BMW,X1 SDRIVE 20D,M1,M1,1,1615.0,1755.0,122.0,149.0,2670.0,1561.0,1562.0,diesel,M,1995.0,140.0,,,,,4.6,0.0,P,2019,,,
19873,4722728,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*0283*22,1K4,1S51,6HW50000,BMW,118D,M1,M1,1,1470.0,1564.0,120.0,146.0,2690.0,1521.0,1556.0,diesel,M,1995.0,110.0,,,,,4.6,0.0,P,2019,,,
19874,4722729,DE,,RENAULT,RENAULT,RENAULT SAS,RENAULT F,E2*2001/116*0364*47,W,RKK9K,A76TA07BSAB0,RENAULT,KANGOO,M1,M1,1,1496.0,1658.0,121.0,146.0,2697.0,1521.0,1533.0,diesel,M,1461.0,85.0,,,,,4.6,0.0,P,2019,,,
19877,4722732,DE,,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR ROK,E4*2007/46*0263*16,VF,C5D21,D71AZ1,HYUNDAI,I40,M1,M1,1,1629.0,1835.0,122.0,143.0,2770.0,1579.0,1585.0,diesel,M,1598.0,100.0,,,,,4.6,0.0,P,2019,,,
19899,4722754,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*0315*22,3K,8J91,6AW50000,BMW,320D EFFICIENT DYNAMICS,M1,M1,1,1645.0,1759.0,120.0,153.0,2810.0,1543.0,1586.0,diesel,M,1995.0,120.0,,,,,4.6,0.0,P,2019,,,
20067,4722924,DE,,PSA-OPEL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,PEUGEOT F,E2*2007/46*0070*40,C,CHMR,P/S,PEUGEOT,208,M1,M1,1,1050.0,1190.0,109.0,131.0,2538.0,1470.0,1472.0,petrol,M,1199.0,61.0,,,,,4.8,0.0,P,2019,,,
20115,4722972,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1676*05,F1X,JH71,6AW500C0,BMW,X1 XDRIVE 18D,M1,M1,1,1680.0,1785.0,127.0,155.0,2670.0,1561.0,1562.0,diesel,M,1995.0,110.0,,,,,4.8,0.0,P,2019,,,
20117,4722974,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1676*05,F1X,JJ11,6AW500C0,BMW,X1 XDRIVE 20D,M1,M1,1,1690.0,1784.0,126.0,155.0,2670.0,1561.0,1562.0,diesel,M,1995.0,140.0,,,,,4.8,0.0,P,2019,,,
20136,4722993,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*0283*22,1K4,1T31,6AW50700,BMW,125D,M1,M1,1,1550.0,1676.0,126.0,156.0,2690.0,1521.0,1556.0,diesel,M,1995.0,165.0,,,,,4.8,0.0,P,2019,,,
20185,4723042,DE,,VW GROUP PC,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,E13*2007/46*1187*19,991,TM22,39,PORSCHE,911 TARGA 4 GTS,M1,M1,1,1680.0,1803.0,207.0,243.0,2450.0,1539.0,1544.0,petrol,M,2981.0,331.0,,,,,,,P,2019,,,
20219,4723076,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0413*40,451,52E5X0,ZZBAA40A,SMART,EQ FORFOUR,M1,M1,1,1200.0,1288.0,0.0,0.0,2494.0,1469.0,1430.0,electric,E,,41.0,193.0,,,,,,P,2019,,,
20225,4723082,DE,,SUZUKI POOL,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI H,E4*2007/46*0928*05,LY,EA1S,MT2,SUZUKI,VITARA,M1,M1,1,1270.0,1466.0,138.0,167.0,2500.0,1535.0,1505.0,petrol,M,1373.0,103.0,,,,,,,P,2019,,,
20260,4723118,DE,,PSA-OPEL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,PEUGEOT F,E2*2007/46*0070*43,C,UHMR,P/S,PEUGEOT,2008,M1,M1,1,1155.0,1250.0,114.0,139.0,2537.0,1482.0,1492.0,petrol,M,1199.0,61.0,,,,,,,P,2019,,,
20348,4723206,DE,,FCA-TESLA,CHRYSLER,FCA US LLC,FCA USA,E3*2007/46*0300*18,BU,AXP11,14A,JEEP,RENEGADE,M1,M1,1,1395.0,1566.0,144.0,170.0,2570.0,1551.0,1553.0,petrol,M,1332.0,111.0,,,,,,,P,2019,,,
20370,4723228,DE,,RENAULT,RENAULT,RENAULT SAS,RENAULT F,E2*2007/46*0251*13,AG,0V0Y,MFLEA0100000,RENAULT,ZOE,M1,M1,1,1575.0,1650.0,0.0,0.0,2588.0,1503.0,1502.0,electric,E,,53.0,192.0,,,,,,P,2019,,,
20385,4723243,DE,,FCA-TESLA,CHRYSLER,FCA US LLC,FCA USA,E4*2001/116*0116*28,JK,JSLFZ,J4H34A,JEEP,WRANGLER,M1G,M1G,1,1883.0,2064.0,198.0,256.0,2459.0,1598.0,1598.0,petrol,M,1995.0,200.0,,,,,,,P,2019,,,
20391,4723249,DE,,,SUBARU,SUBARU CORPORATION,SUBARU J,E13*2007/46*1281*08,ZC,ZC6,50,SUBARU,SUBARU Z,M1,M1,1,1310.0,1414.0,196.0,191.0,2570.0,1520.0,1540.0,petrol,M,1998.0,147.0,,,,,,,P,2019,,,
20396,4723254,DE,,,AA-IVA,AA-IVA,,,J20,,,TOYOTA,TOYOTA LAND CRUISER 200,M1G,M1G,1,2740.0,,347.0,,,,,petrol,M,4608.0,227.0,,,,,,,P,2019,,,
20414,4723272,DE,,,PAGANI,PAGANI AUTOMOBILI SPA,PAGANI I,E9*KS07/46*0064*05,C9,C9R,,PAGANI,HUAYRA ROADSTER,M1,M1,1,1491.0,,343.0,,2795.0,1651.0,1661.0,petrol,M,5980.0,562.0,,,,,,,P,2019,,,
20424,4723282,DE,,BMW GROUP,BMW GMBH,BMW M GMBH,BMW M,E1*2007/46*0377*15,M3,2U71,DAW40000,BMW,M2 COMPETITION,M1,M1,1,1650.0,1755.0,209.0,220.0,2693.0,1579.0,1601.0,petrol,M,2979.0,302.0,,,,,,,P,2019,,,
20426,4723284,DE,,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR ROK,E4*2007/46*1318*00,TM,A7P12,A61A11,HYUNDAI,SANTA FE,M1,M1,1,1820.0,2058.0,215.0,228.0,2765.0,1638.0,1647.0,petrol,M,2359.0,136.0,,,,,,,P,2019,,,
20427,4723285,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0431*49,204,R05HT1,CZAA050B,MERCEDES-BENZ,AMG C 43,M1,M1,1,1705.0,1875.0,213.0,227.0,2840.0,1602.0,1548.0,petrol,M,2996.0,287.0,,,,,,,P,2019,,,
20430,4723288,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1878*03,R1EAMG,QX6ET1,CZAC05KA,MERCEDES-AMG,AMG GT 43 4MATIC,M1,M1,1,2040.0,2195.0,,232.0,2951.0,1675.0,1644.0,petrol,M,2999.0,270.0,,,,,,,P,2019,,,
20431,4723289,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1885*01,H1GLE,B26DT1,CZAAD5EC,MERCEDES-BENZ,GLE 450 4MATIC,M1G,M1G,1,2220.0,2517.0,214.0,236.0,2995.0,1685.0,1716.0,petrol,M,2999.0,270.0,,,,,,,P,2019,,,
20436,4723294,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1830*01,463A,C721T1,CZAA051A,MERCEDES-BENZ,G 350 D,M1G,M1G,1,2451.0,2705.0,252.0,289.0,2890.0,1659.0,1660.0,diesel,M,2925.0,210.0,,,,,,,P,2019,,,
20441,4723299,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0480*30,204X,R75HT1,CZAA050A,MERCEDES-BENZ,AMG GLC 43,M1,M1,1,1865.0,2048.0,220.0,246.0,2873.0,1639.0,1652.0,petrol,M,2996.0,270.0,,,,,,,P,2019,,,
20443,4723301,DE,,TATA MOTORS JAGUAR LAND ROVER,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER GB,E5*2001/116*1000*02,QQ6,A,222,JAGUAR,JAGUAR F-TYPE CONVERTIBLE,M1,M1,1,1667.0,1778.0,223.0,244.0,2622.0,1597.0,1649.0,petrol,M,2995.0,280.0,,,,,,,P,2019,,,
20444,4723302,DE,,FCA-TESLA,ALFA ROMEO,ALFA ROMEO SPA,ALFA ROMEO I,E3*2007/46*0435*08,949,AXH2A,5AG,ALFA ROMEO,STELVIO QUADRIFOGLIO,M1,M1,1,1905.0,2101.0,227.0,261.0,2818.0,1623.0,1675.0,petrol,M,2891.0,375.0,,,,,,,P,2019,,,
20458,4723317,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0457*42,204K,R287T0,CZAZ056A,MERCEDES-BENZ,AMG C 63 S,M1,M1,1,1825.0,1980.0,229.0,256.0,2840.0,1609.0,1546.0,petrol,M,3982.0,375.0,,,,,,,P,2019,,,
20466,4723325,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0480*34,204X,R75HT1,CZAA050B,MERCEDES-BENZ,AMG GLC 43 4MATIC,M1,M1,1,1875.0,1971.0,234.0,235.0,2873.0,1639.0,1656.0,petrol,M,2996.0,287.0,,,,,,,P,2019,,,
20469,4723328,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*0598*25,166,A35HT1,CZAAA50A,MERCEDES-BENZ,AMG GLE 43,M1G,M1G,1,2240.0,2445.0,270.0,270.0,2915.0,1665.0,1713.0,petrol,M,2996.0,287.0,,,,,,,P,2019,,,
20471,4723330,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2001/116*0501*39,212,U08CT1,CZAC05VA,MERCEDES-BENZ,AMG E 63 S,M1,M1,1,1990.0,2165.0,245.0,274.0,2939.0,1649.0,1595.0,petrol,M,3982.0,450.0,,,,,,,P,2019,,,
20474,4723333,DE,,PSA-OPEL,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,OPEL AUTOMOBILE,E1*2001/116*0379*44,S-D,BA011CB12,BA2MAHKHG24,OPEL,ADAM,M1,M1,1,1163.0,1268.0,,131.0,2311.0,1472.0,1464.0,petrol,M,999.0,66.0,,,,,,,P,2019,,,
20493,4723352,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1878*03,R1EAMG,QX8FT1,TZAC050A,MERCEDES-AMG,AMG GT 63 4MATIC,M1,M1,1,2100.0,2268.0,256.0,297.0,2951.0,1675.0,1644.0,petrol,M,3982.0,430.0,,,,,,,P,2019,,,
20494,4723353,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1878*01,R1EAMG,QX8HT1,TZAC040A,MERCEDES-AMG,AMG GT 63 S 4MATIC,M1,M1,1,2120.0,2217.0,257.0,295.0,2951.0,1668.0,1644.0,petrol,M,3982.0,470.0,,,,,,,P,2019,,,
