,ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
3589177,10723655,DE,IP-2020_6413-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ,E1*2007/46*1560*20,R1ES,U28KT1,CZAA05XC,MERCEDES-BENZ,E 200 4MATIC ALLTERRAIN,M1,M1,1,1915.0,2064.0,173.0,193.0,2939.0,1611.0,1617.0,PETROL,H,1991.0,145.0,,,,,,,P,2020,,,
3591977,10726455,DE,IP-04_06_2020_2101-W1V-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ,E1*2007/46*0457*25,639/2,KLE45350NXX,2EDE0XX7XXXX,MERCEDES-BENZ,EQV,M1,M1,1,2635.0,3034.0,0.0,0.0,3200.0,1646.0,1666.0,ELECTRIC,E,,70.0,263.0,,,,,,P,2020,,,418.0
3687022,5458553,DE,IP-0141-JT-1,SUZUKI,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,MAGYAR SUZUKI (H),E6*2007/46*0485*00,ZE1HE(S)(EU M),ZWE211(W),ZWE211L-SWXNBW(1E),SUZUKI,SUZUKI SWACE,M1,M1,1,1475.0,1552.0,78.0,103.0,2700.0,1530.0,1530.0,PETROL,H,1798.0,72.0,,,,,,,P,2020,,,
3737399,4679799,DE,IP-0000534-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*2018*03,F1H,7L51,IAW500LG,BMW,128TI,M1,M1,1,1520.0,1638.0,148.0,168.0,2670.0,1560.0,1563.0,PETROL,M,1998.0,195.0,,E24 17 19 28 29,3.0,2.1,,,P,2020,,,
3754340,5161883,DE,IP-050568-KMT-1,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR (ROK),E5*2007/46*0098*00,JX1,F7D14,A82AZ1,HYUNDAI  GENESIS,GV80 GENESIS GV80,M1,M1,1,2300.0,2538.0,231.0,231.0,2955.0,1674.0,1689.0,DIESEL,M,2996.0,204.0,,E5 17,1.2,,,,P,2020,,,
3757939,5167373,DE,IP-04-KMH-2018-1111,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,HYUNDAI MOTOR (ROK),E4*2007/46*1054*04,AD,A5P11,M61AZ1,HYUNDAI,ELANTRA,M1,M1,1,1300.0,1413.0,151.0,153.0,2700.0,1549.0,1558.0,PETROL,M,1591.0,94.0,,,,,,,P,2020,,,
3813382,2955731,DE,IP-MEB31AZ_A0_0962-WVW-1,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN-VW,E1*2018/858*00004*01,E2,ACEBJAL1FX2,D0M1ASA,VOLKSWAGEN  VW,ID4 PRO 150 KW,M1,M1,1,2124.0,2266.0,0.0,0.0,2771.0,1562.0,1587.0,ELECTRIC,E,,70.0,162.0,,,,,,P,2020,,,
3814622,2956971,DE,IP-MEB31ZZ_A0_0905-WVW-1,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN-VW,E1*2007/46*2033*01,E1,ACEBJC L1FX2,C0O51AA,VOLKSWAGEN  VW,ID3 PRO 150 KW,M1,M1,1,1805.0,1882.0,0.0,0.0,2770.0,1513.0,1536.0,ELECTRIC,E,,70.0,145.0,,,,,,P,2020,,,
3814629,2956978,DE,IP-MEB31ZZ_A0_0967-WVW-1,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN-VW,E1*2007/46*2033*01,E1,ACEBJA L1FX2,D0O41AA,VOLKSWAGEN  VW,ID3 PRO S 150 KW,M1,M1,1,1934.0,2003.0,0.0,0.0,2770.0,1513.0,1536.0,ELECTRIC,E,,70.0,135.0,,,,,,P,2020,,,
3827489,2971637,DE,,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN-VW,E24*KS07/46*0613*00,,,,VOLKSWAGEN  VW,ABT E-TRANSPORTER,M1,M1,1,2111.0,2126.0,0.0,0.0,3400.0,1624.0,1630.0,ELECTRIC,E,,48.0,317.0,,,,,,P,2020,,,
3833291,2561562,DE,IP-YHZATN8614A-YAR-0,TOYOTA-MAZDA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,TOYOTA EUROPE (B),E2*2007/46*0685*01,E,C,YHZR-C2P000(1B),TOYOTA,PROACE CITY VERSO,M1,M1,1,1595.0,1782.0,110.0,150.0,2975.0,1563.0,1577.0,DIESEL,M,1499.0,96.0,,,,,,,P,2020,,,
3834039,2562318,DE,IP-0122-JT1-1,TOYOTA-MAZDA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,TOYOTA EUROPE (B),E6*2007/46*0454*00,XPA1G(EU M),GXPA16(G),GXPA16L-AGFGZW(1A),TOYOTA,TOYOTA GR YARIS,M1,M1,1,1355.0,1454.0,175.0,186.0,2560.0,1535.0,1570.0,PETROL,M,1618.0,192.0,,E6 15 28,1.4,1.0,,,P,2020,,,
3861580,2907071,DE,,PSA,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,PEUGEOT (F),E3*2001/116*0233*14,Y,B3MPB,/HY8,PEUGEOT,PEUGEOT BOXER,M1,M1,1,2375.0,,163.0,,3450.0,1810.0,1790.0,DIESEL,M,1997.0,120.0,,,,,,,P,2020,,,
3881379,2928609,DE,IP-MLB53AZ_B0_0703-WVW-1,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN-VW,E1*2007/46*1827*11,CR,ACDCBE1,QA8QA8D7004H1BKVR04BIB1B,VOLKSWAGEN  VW,TOUAREG EHYBRID,M1G,M1G,1,2427.0,2666.0,61.0,64.0,2899.0,1660.0,1670.0,PETROL/ELECTRIC,P,2995.0,250.0,245.0,,,,,,P,2020,,,57.0
3881402,2928632,DE,IP-MLB53AZ_B0_0918-WVW-1,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN-VW,E1*2007/46*1827*12,CR,ACDCBE1,QA8QA8D7004P1BKVR04BIB1C,VOLKSWAGEN  VW,TOUAREG R,M1G,M1G,1,2465.0,2669.0,69.0,69.0,2899.0,1660.0,1670.0,PETROL/ELECTRIC,P,2995.0,250.0,248.0,,,,,,P,2020,,,53.0
3908657,6449458,DE,IP-MQB37WZ_A0_0807-TMB-1,VOLKSWAGEN,SKODA,SKODA AUTO AS,SKODA (CZ),E8*2007/46*0355*05,NX,ACDTUAX0,RFD7FD7GC0044BIML4N1B9A,SKODA,OCTAVIA RS,M1,M1,1,1528.0,1715.0,116.0,135.0,2677.0,1531.0,1535.0,DIESEL,M,1968.0,147.0,,E8 17 28 29,1.5,1.5,,,P,2020,,,
3909201,6894134,DE,,,PAGANI,PAGANI AUTOMOBILI SPA,PAGANI (I),E9*KS07/46*0064*05,C9,C9R,,PAGANI,HUYARA ROASDSTER,M1,M1,1,1491.0,,343.0,,,,,PETROL,M,5980.0,562.0,,,,,,,P,2020,,,
3909230,6362695,DE,IP-MQB37WZ_A0_0862-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,SEAT (E),E9*2007/46*4008*00,KM,CXDNFBX1,AD7CAD7GC0064BIAC,CUPRA,FORMENTOR,M1,M1,1,1644.0,1810.0,175.0,195.0,2679.0,1559.0,1585.0,PETROL,M,1984.0,228.0,,E9 17 19,2.7,,,,P,2020,,,
3963791,7340899,DE,IP-02-VF7-2018-7220,PSA,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,CITROEN (F),E2*2007/46*0530*05,V61C,E,AHXK-N2F00MDGL01,DANGEL,JUMPY SPACETOURER 4X4,M1,M1,1,2485.0,2102.0,145.0,189.0,3275.0,1630.0,1618.0,DIESEL,M,1997.0,110.0,,,,,,,P,2020,,,
4013114,6957582,DE,IP-F173HFB-ZFF-1,,FERRARI,FERRARI SPA,FERRARI (I),E3*2007/46*0634*01,F173,HF,B,FERRARI,SF90 STRADALE,M1,M1,1,1820.0,1926.0,205.0,160.0,2649.0,1679.0,1652.0,PETROL/ELECTRIC,P,3990.0,574.0,,,,,,,P,2020,,,
4013117,6957585,DE,IP-F164BAA-ZFF-1,,FERRARI,FERRARI SPA,FERRARI (I),E3*2007/46*0485*05,F 164,BA,A,FERRARI,ROMA,M1,M1,1,1655.0,1782.0,234.0,255.0,2670.0,1652.0,1679.0,PETROL,M,3855.0,456.0,,,,,,,P,2020,,,
4052181,7366946,DE,IP-E3-ZHW-2018-0009,,LAMBORGHINI,AUTOMOBILI LAMBORGHINI SPA,LAMBORGHINI (I),E3*2007/46*0616*00,636,BAAA,AAAAAAAAAAA,AUTOMOBILI LAMBORGHINI SPA,LAMBORGHINI,M1G,M1G,1,2272.0,1978.0,292.0,325.0,3003.0,1695.0,1710.0,PETROL,M,3996.0,478.0,,,,,,,P,2020,,,
4097130,7037378,DE,IP-MQB37AS_A0_0318-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,AUDI SPORT,E1*2007/46*2038*03,F3,XDNWAQ1,QD7AD7DL010RS011C214BFAHA6EM1B0,AUDI,RS Q3,M1,M1,1,1790.0,1916.0,203.0,230.0,2679.0,1592.0,1594.0,PETROL,M,2480.0,294.0,,,,,,,P,2020,,,
4097131,7037379,DE,IP-MQB37AS_A0_0318-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,AUDI SPORT,E1*2007/46*2038*03,F3,SDNWAQ1,QD7AD7DL010RS041C214BFAHA6EM1B0,AUDI,RS Q3 SPORTBACK,M1,M1,1,1775.0,1954.0,204.0,232.0,2679.0,1592.0,1594.0,PETROL,M,2480.0,294.0,,,,,,,P,2020,,,
4161221,7414393,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,,,,VOLKSWAGEN  VW,TAOS,M1,M1,1,1515.0,,,203.0,,,,PETROL,M,1498.0,118.0,,,,,,,P,2020,,,
4161225,7414397,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,,,,VOLKSWAGEN  VW,TAREK,M1,M1,1,1512.0,,,202.0,,,,PETROL,M,1498.0,118.0,,,,,,,P,2020,,,
4161293,7414465,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,,,,VOLKSWAGEN  VW,NIVUS,M1,M1,1,1264.0,,169.0,,,,,PETROL,M,999.0,92.0,,,,,,,P,2020,,,
4161324,7414496,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,3H,,,VOLKSWAGEN  VW,ARTEON SHOOTING BRAKE,M1,M1,1,1645.0,,222.0,,,,,PETROL,M,1984.0,137.0,,,,,,,P,2020,,,
4161328,7414500,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,,,,VOLKSWAGEN  VW,TALAGON,M1,M1,1,2154.0,,,282.0,,,,PETROL,M,1984.0,162.0,,,,,,,P,2020,,,
4161357,7414529,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,5N,,,VOLKSWAGEN  VW,TAYRON X,M1,M1,1,1717.0,,,230.0,,,,PETROL,M,1984.0,137.0,,,,,,,P,2020,,,
4161397,7414569,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,,,,VOLKSWAGEN  VW,VILORAN,M1,M1,1,2003.0,,259.0,,,,,PETROL,M,1984.0,137.0,,,,,,,P,2020,,,
4161417,7414589,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,,,,VOLKSWAGEN  VW,TERAMONT X,M1,M1,1,2085.0,,275.0,,,,,PETROL,M,1984.0,162.0,,,,,,,P,2020,,,
4161456,7414628,DE,,,AA-IVA,AA-IVA,ALPINA,,ALPINAG20-B,3401LL,,ALPINA,BMW ALPINA B3,M1,M1,1,1860.0,,,247.0,,,,PETROL,M,2993.0,340.0,,,,,,,P,2020,,,
4161458,7414630,DE,,,AA-IVA,AA-IVA,ALPINA,,ALPINAG20,3401TL,,ALPINA,BMW ALPINA B3 TOURING,M1,M1,1,1940.0,,252.0,,,,,PETROL,M,2993.0,340.0,,,,,,,P,2020,,,
4161459,7414631,DE,,,AA-IVA,AA-IVA,ALPINA,,ALPINAG30,5211LL,,ALPINA,BMW ALPINA B5,M1,M1,1,2045.0,,272.0,,,,,PETROL,M,4395.0,447.0,,,,,,,P,2020,,,
4161461,7414633,DE,,,AA-IVA,AA-IVA,ASTON MARTIN (GB),,DB4GTZAGATO,,,ASTON MARTIN,DB4 GT ZAGATO,M1,M1,1,1322.0,,276.0,,,,,PETROL,M,4662.0,280.0,,,,,,,P,2020,,,
4161479,7414651,DE,IP-0009-SCF-1,,AA-IVA,AA-IVA,ASTON MARTIN (GB),,AM6,C,051L2WMDH3750,ASTON MARTIN,VANTAGE AMR,M1,M1,1,1695.0,1796.0,,249.0,2705.0,1665.0,1645.0,PETROL,M,3982.0,375.0,,,,,,,P,2020,,,
4161480,7414652,DE,IP-0011-SCF-1,,AA-IVA,AA-IVA,ASTON MARTIN (GB),E9*2007/46*6804*00,AM8,G,002L5WAGJ4050,ASTON MARTIN,DBX,M1G,M1G,1,2320.0,2542.0,269.0,323.0,3060.0,1700.0,1665.0,PETROL,M,3982.0,405.0,,,,,-0.05,0.0,P,2020,,,
4161505,7414677,DE,,,AA-IVA,AA-IVA,HYUNDAI (TR),,NEWGENERATIONI20R5,GB,,HYUNDAI,NEW GEN I20 R5,M1,M1,1,1200.0,,236.0,,,,,PETROL,M,1596.0,220.0,,,,,,,P,2020,,,
4161516,7414688,DE,,,AA-IVA,AA-IVA,HYUNDAI (TR),,BC3,BC310T48V120PS/NLINE,,HYUNDAI,HYUNDAI I20 N LINE,M1,M1,1,1115.0,,115.0,115.0,2580.0,1545.0,1549.0,PETROL,M,1000.0,88.0,,,,,,,P,2020,,,
4161517,7414689,DE,,,AA-IVA,AA-IVA,HYUNDAI (TR),,BC3,BC3/N,,HYUNDAI,HYUNDAI I20 N,M1,M1,1,1110.0,,158.0,158.0,2580.0,1545.0,1549.0,PETROL,M,1600.0,150.0,,,,,,,P,2020,,,
4161520,7414692,DE,,,AA-IVA,AA-IVA,HYUNDAI (TR),,AC3,B5P31,M54A11,HYUNDAI,HYUNDAI I10,M1,M1,1,1007.0,,113.0,132.0,,,,PETROL,M,1197.0,62.0,,,,,,,P,2020,,,
4161528,7414700,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (CZ),,PDN,PDN5-DOORHATCHBACK,,HYUNDAI,HYUNDAI I30 N PERFORMANCE,M1,M1,1,1500.0,,188.0,188.0,2650.0,1556.0,1564.0,PETROL,M,1998.0,206.0,,,,,,,P,2020,,,
4161535,7414707,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (CZ),,NX4,NX45-DOOR,,HYUNDAI,HYUNDAI TUCSON 16GAMMA,M1,M1,1,1566.0,,143.0,143.0,2680.0,1615.0,1622.0,PETROL,M,1600.0,132.0,,,,,,,P,2020,,,
4161539,7414711,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (CZ),,PD,PD5-DOORNLINEHATCHBACK,,HYUNDAI MOTOR,HYUNDAI I30 15T-GDI6IMT,M1,M1,1,1250.0,,141.0,141.0,,,,PETROL,M,1482.0,118.0,,,,,,,P,2020,,,
4161540,7414712,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (CZ),,PDPD5-DOORNLINEFASTB,,,HYUNDAI MOTOR,HYUNDAI I30 15T-GDI7DCT,M1,M1,1,1302.0,,138.0,148.0,,,,PETROL,M,1482.0,118.0,,,,,,,P,2020,,,
4161564,7414736,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (ROK),,BC35-DOOR,,,HYUNDAI,HYUANDAI I20 10T-GDI7DCT,M1,M1,1,1115.0,,125.0,125.0,,,,PETROL,M,998.0,88.0,,,,,,,P,2020,,,
4161572,7414744,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (ROK),,,,,HYUNDAI,PROTO,M1,M1,1,1584.0,2020.0,163.0,244.0,2700.0,1563.0,1572.0,PETROL,M,1998.0,202.0,,,,,,,P,2020,,,
4161574,7414746,DE,,,AA-IVA,AA-IVA,HYUNDAI MOTOR (ROK),,TM,TMFACELIFTSUV-HEV,,HYUNDAI MOTOR,HYUNDAI SANTA FE HYBRID,M1,M1,1,1970.0,,172.0,145.0,,,,PETROL,M,1600.0,169.0,,,,,,,P,2020,,,
4161619,7414791,DE,,,AA-IVA,AA-IVA,KTM (A),,X-BOW,,,KTM,X-BOW,M1,M1,1,875.0,,190.0,,,,,PETROL,M,1984.0,220.0,,,,,,,P,2020,,,
4161900,7415072,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,G23,32AU,,BMW,440D XDRIVE,M1,M1,1,2065.0,,148.0,,,,,DIESEL,M,2993.0,250.0,,,,,,,P,2020,,,
4161916,7415088,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,U11,51EG,,BMW,X1 XDRIVE 23D,M1,M1,1,1805.0,,130.0,,,,,DIESEL,M,1995.0,145.0,,,,,,,P,2020,,,
4161929,7415101,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,G20,5W11,,BMW,33D XDRIVE,M1,M1,1,1690.0,,137.0,,,,,DIESEL,M,2996.0,190.0,,,,,,,P,2020,,,
4161954,7415126,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,F46,6X11,,BMW,218D XDRIVE,M1,M1,1,1665.0,,127.0,,,,,DIESEL,M,1499.0,110.0,,,,,,,P,2020,,,
4161967,7415139,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,G07,CW01,,BMW,X7 XDRIVE 50D,M1,M1,1,2540.0,,172.0,,,,,DIESEL,M,2996.0,294.0,,,,,,,P,2020,,,
4161984,7415156,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,F39,YK11,,BMW,X2 SDRIVE 16D,M1,M1,1,1560.0,,125.0,,,,,DIESEL,M,1498.0,85.0,,,,,,,P,2020,,,
4161985,7415157,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,F60,61BT,,MINI,COOPER D COUNTRYMAN ALL4,M1,M1,1,1645.0,,120.0,,,,,DIESEL,M,1995.0,110.0,,,,,,,P,2020,,,
4161987,7415159,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,F60,81BT,,MINI,COOPER SD COUNTRYMAN,M1,M1,1,1610.0,,110.0,,,,,DIESEL,M,1995.0,140.0,,,,,,,P,2020,,,
4161991,7415163,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,F54,71BB,,MINI,COOPER D CLUBMAN,M1,M1,1,1535.0,,112.0,,,,,DIESEL,M,1995.0,110.0,,,,,,,P,2020,,,
4162239,7415411,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,G70,11EJ,48V,BMW,735D,M1,M1,1,2300.0,,185.0,,,,,DIESEL,H,2993.0,210.0,,,,,,,P,2020,,,
4162250,7415422,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,G70,21EJ,,BMW,735D XDRIVE,M1,M1,1,2320.0,,190.0,,,,,DIESEL,H,2993.0,210.0,,,,,,,P,2020,,,
4162280,7415452,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,G22,51AS,,BMW,M440D XDRIVE,M1,M1,1,1915.0,,174.0,,,,,DIESEL,H,2993.0,250.0,,,,,,,P,2020,,,
4162286,7415458,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,U06,51BY,48V,BMW,223D,M1,M1,1,1751.0,,113.0,,,,,DIESEL,H,1995.0,145.0,,,,,,,P,2020,,,
4162310,7415482,DE,,,AA-IVA,AA-IVA,FCA (USA),,DURANGO,R/T,AWD,DODGE,DODGE DURANGO R T,M1G,M1G,1,2566.0,,359.0,359.0,,,,PETROL,M,5654.0,268.0,,,,,,,P,2020,,,
4162328,7415500,DE,,,AA-IVA,AA-IVA,FCA (USA),,DURANGO,,,DODGE,DURANGO R T,M1G,M1G,1,2677.0,,370.0,,,,,PETROL,M,5654.0,268.0,,,,,,,P,2020,,,
4162350,7415522,DE,,,AA-IVA,AA-IVA,FCA (USA),,DURANGO,SRT,,DODGE,DURANGO SRT 392,M1G,M1G,1,2580.0,,360.0,389.0,,,,PETROL,M,6417.0,354.0,,,,,,,P,2020,,,
4162360,7415532,DE,,,AA-IVA,AA-IVA,FCA (USA),,DURANGO,SRT392HEMI,,DODGE,DURANGO SRT 392 HEMI,M1G,M1G,1,2580.0,,389.0,,,,,PETROL,M,6424.0,354.0,,,,,,,P,2020,,,
4162380,7415552,DE,,,AA-IVA,AA-IVA,FCA (USA),,DURANGO,SRT,,DODGE,DURANGO SRT,M1G,M1G,1,2580.0,,389.0,,,,,PETROL,M,6424.0,354.0,,,,,,,P,2020,,,
4162392,7415564,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,,,DODGE,CHARGER SCAT PACK WB,M1,M1,1,2058.0,,294.0,294.0,,,,PETROL,M,6417.0,362.0,,,,,,,P,2020,,,
4162393,7415565,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,,,DODGE,CHARGER SCAT PACK,M1,M1,1,2058.0,,,294.0,,,,PETROL,M,6417.0,362.0,,,,,,,P,2020,,,
4162413,7415585,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,AWD,,DODGE,DODGE CHARGER GT,M1,M1,1,2110.0,,,299.0,,,,PETROL,M,3605.0,227.0,,,,,,,P,2020,,,
4162414,7415586,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,,,DODGE,CHARGER AWD,M1,M1,1,1995.0,,,221.0,,,,PETROL,M,3604.0,224.0,,,,,,,P,2020,,,
4162417,7415589,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,AWD,,DODGE,DODGE CHARGER SXT,M1,M1,1,1995.0,,284.0,284.0,,,,PETROL,M,3604.0,218.0,,,,,,,P,2020,,,
4162418,7415590,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,AWD,,DODGE,CHARGER,M1,M1,1,2110.0,,299.0,,,,,PETROL,M,3605.0,227.0,,,,,,,P,2020,,,
4162425,7415597,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHARGER,,,DODGE,CHARGER SRT HELLCAT WB,M1,M1,1,2155.0,,,402.0,,,,PETROL,M,6166.0,527.0,,,,,,,P,2020,,,
4162443,7415615,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHALLENGER,SXT,,DODGE,DODGE CHALLENGER SXT,M1,M1,1,1900.0,,232.0,,,,,PETROL,M,3605.0,227.0,,,,,,,P,2020,,,
4162539,7415711,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHALLENGER,R/T,,DODGE,CHALLENGER R T,M1,M1,1,2000.0,,,332.0,,,,PETROL,M,6417.0,362.0,,,,,,,P,2020,,,
4162541,7415713,DE,,,AA-IVA,AA-IVA,FCA (USA),,CHALLENGER,,,DODGE,CHALLENGER R T SCAT PACK,M1,M1,1,2032.0,,294.0,,,,,PETROL,M,6417.0,362.0,,,,,,,P,2020,,,
4162578,7415750,DE,,,AA-IVA,AA-IVA,DAIMLER (D),,EG/S003,DTT8AI,I5MN3I24HYA580,MERCEDES-BENZ,MLT 580 4X4,M1,M1,1,2910.0,,331.0,,3665.0,1696.0,1517.0,DIESEL,M,2987.0,140.0,,,,,,,P,2020,,,
4162602,7415774,DE,,,AA-IVA,AA-IVA,DAIMLER (D),,H1GLE,167323,,MERCEDES-BENZ,GLE 400D 4MATIC COUPE,M1G,M1G,1,2295.0,,237.0,237.0,,,,DIESEL,M,2925.0,243.0,,,,,,,P,2020,,,
4162623,7415795,DE,,,AA-IVA,AA-IVA,DAIMLER (D),,F2B,,,MERCEDES-BENZ,AMG GLB 35,M1,M1,1,1755.0,,209.0,209.0,,,,DIESEL,M,1995.0,225.0,,,,,,,P,2020,,,
4162626,7415798,DE,,,AA-IVA,AA-IVA,DAIMLER (D),,F2B,,,MERCEDES-BENZ,GLA 180 D 4MATIC,M1,M1,1,1665.0,,,148.0,,,,DIESEL,M,1951.0,85.0,,,,,,,P,2020,,,
4162728,7415900,DE,,,AA-IVA,AA-IVA,FIAT (I),,FFI2,PFFICFC,MS35/EC2,,V600J,M1,M1,1,2960.0,3122.0,203.0,324.0,4035.0,1810.0,1790.0,DIESEL,M,2287.0,118.0,,,,,,,P,2020,,,
4162729,7415901,DE,IP-032500018ZFA-1,,AA-IVA,AA-IVA,FIAT (I),,CA,V5G2N,06ES40,,V5900 DB,M1,M1,1,2558.0,2780.0,,273.0,3450.0,1810.0,1790.0,DIESEL,M,2287.0,103.0,,,,,,,P,2020,,,
4162733,7415905,DE,,,AA-IVA,AA-IVA,FIAT (I),,BENIMAR7,FN,PE05570000CC104,FIAT,PERSEO 557,M1,M1,1,3122.0,,197.0,,,,,DIESEL,M,2287.0,118.0,,,,,,,P,2020,,,
4162908,7416080,DE,,,AA-IVA,AA-IVA,AUDI,,FY,FYB5NY,USA,AUDI,Q5 TFSI QUATTRO,M1G,M1G,1,1985.0,,274.0,,,,,PETROL,M,1984.0,185.0,,,,,,,P,2020,,,
4162925,7416097,DE,,,AA-IVA,AA-IVA,AUDI,,FY,,,AUDI,AUDI SQ5,M1,M1,1,1940.0,,293.0,,,,,PETROL,M,2995.0,260.0,,,,,,,P,2020,,,
4162954,7416126,DE,,,AA-IVA,AA-IVA,AUDI,,8W,8W25NY,USA,AUDI,A4 LIMOUSINE QUATTRO,M1,M1,1,1770.0,,251.0,,,,,PETROL,M,1984.0,185.0,,,,,,,P,2020,,,
4162976,7416148,DE,,,AA-IVA,AA-IVA,AUDI,,8V,,,AUDI,A3 SPORTBACK 35 TFSI,M1,M1,1,1315.0,,116.0,,,,,PETROL,M,1395.0,110.0,,,,,,,P,2020,,,
4162980,7416152,DE,,,AA-IVA,AA-IVA,AUDI,,4L,,,AUDI,AUDI SQ7,M1G,M1G,1,2340.0,2734.0,,298.0,3003.0,1690.0,1709.0,PETROL,M,3996.0,373.0,,,,,,,P,2020,,,
4162990,7416162,DE,,,AA-IVA,AA-IVA,AUDI,,4L,,,AUDI,AUDI SQ8,M1G,M1G,1,2275.0,2751.0,,303.0,3998.0,1700.0,1720.0,PETROL,M,3996.0,373.0,,,,,,,P,2020,,,
4163061,7416233,DE,,,AA-IVA,AA-IVA,AUDI,,FY,,,AUDI,AUDI Q5 SPORTBACK,M1,M1,1,1850.0,2227.0,,220.0,2824.0,1622.0,1626.0,PETROL,M,1984.0,195.0,,,,,,,P,2020,,,
4163076,7416248,DE,,,AA-IVA,AA-IVA,AUDI,,GA,,,AUDI,AUDI SQ2,M1,M1,1,1605.0,,248.0,,,,,PETROL,M,1984.0,228.0,,,,,,,P,2020,,,
4165246,7418546,DE,IP-0018-JT1-1,,AA-IVA,AA-IVA,TOYOTA EUROPE (B),,XP13M(A),NHP13(MH),NHP130L-CHXGBW(3P),TOYOTA,YARIS HYBRID,M1,M1,1,1175.0,1281.0,91.0,113.0,2510.0,1465.0,1455.0,PETROL,M,1497.0,54.0,,,,,,,P,2020,,,
4165255,7418555,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,ALTAS,7-MOTION,,VOLKSWAGEN  VW,ALTAS,M1,M1,1,2245.0,,306.0,306.0,,,,PETROL,M,3597.0,206.0,,,,,,,P,2020,,,
